116.32736994,39.99629323,87.78674135
116.32737054,39.99629325,87.78674121
116.32737174,39.99629328,87.78674078
116.32737351,39.99629333,87.78674102
116.32737584,39.99629340,87.78674096
116.32737869,39.99629349,87.78674117
116.32738203,39.99629359,87.78674079
116.32738583,39.99629370,87.78674102
116.32739004,39.99629382,87.78674108
116.32739460,39.99629396,87.78674084
116.32739948,39.99629410,87.78674095
116.32740462,39.99629425,87.78674092
116.32740998,39.99629441,87.78674097
116.32741551,39.99629458,87.78674089
116.32742118,39.99629474,87.78674102
116.32742693,39.99629491,87.78674095
116.32743275,39.99629509,87.78674089
116.32743860,39.99629526,87.78674095
116.32744446,39.99629543,87.78674080
116.32745033,39.99629561,87.78674098
116.32745620,39.99629578,87.78674088
116.32746207,39.99629595,87.78674096
116.32746794,39.99629613,87.78674078
116.32747381,39.99629630,87.78674104
116.32747967,39.99629648,87.78674085
116.32748554,39.99629665,87.78674085
116.32749141,39.99629682,87.78674084
116.32749728,39.99629700,87.78674084
116.32750315,39.99629717,87.78674084
116.32750902,39.99629735,87.78674091
116.32751489,39.99629752,87.78674083
116.32752076,39.99629769,87.78674091
116.32752663,39.99629787,87.78674072
116.32753249,39.99629804,87.78674089
116.32753836,39.99629821,87.78674080
116.32754423,39.99629839,87.78674079
116.32755010,39.99629856,87.78674080
116.32755597,39.99629874,87.78674087
116.32756184,39.99629891,87.78674078
116.32756771,39.99629908,87.78674077
116.32757358,39.99629926,87.78674086
116.32757945,39.99629943,87.78674076
116.32758531,39.99629960,87.78674075
116.32759118,39.99629978,87.78674084
116.32759705,39.99629995,87.78674075
116.32760292,39.99630013,87.78674074
116.32760879,39.99630030,87.78674073
116.32761466,39.99630047,87.78674073
116.32762053,39.99630065,87.78674072
116.32762640,39.99630082,87.78674080
116.32763227,39.99630099,87.78674071
116.32763813,39.99630117,87.78674080
116.32764400,39.99630134,87.78674060
116.32764987,39.99630152,87.78674079
116.32765574,39.99630169,87.78674069
116.32766161,39.99630186,87.78674068
116.32766748,39.99630204,87.78674077
116.32767335,39.99630221,87.78674067
116.32767922,39.99630238,87.78674066
116.32768509,39.99630256,87.78674067
116.32769095,39.99630273,87.78674065
116.32769682,39.99630291,87.78674083
116.32770269,39.99630308,87.78674055
116.32770856,39.99630325,87.78674064
116.32771443,39.99630343,87.78674072
116.32772030,39.99630360,87.78674063
116.32772617,39.99630377,87.78674062
116.32773204,39.99630395,87.78674061
116.32773791,39.99630412,87.78674060
116.32774377,39.99630430,87.78674070
116.32774964,39.99630447,87.78674060
116.32775551,39.99630464,87.78674068
116.32776138,39.99630482,87.78674060
116.32776725,39.99630499,87.78674057
116.32777312,39.99630516,87.78674057
116.32777899,39.99630534,87.78680784
116.32778486,39.99630551,87.78716245
116.32779073,39.99630569,87.78810454
116.32779659,39.99630586,87.78991884
116.32780246,39.99630603,87.79286752
116.32780833,39.99630621,87.79718356
116.32781420,39.99630638,87.80306437
116.32782007,39.99630655,87.81066689
116.32782594,39.99630672,87.82010318
116.32783181,39.99630689,87.83143846
116.32783768,39.99630706,87.84468827
116.32784355,39.99630723,87.85981834
116.32784942,39.99630740,87.87674662
116.32785528,39.99630757,87.89534340
116.32786115,39.99630773,87.91543631
116.32786702,39.99630790,87.93681456
116.32787289,39.99630806,87.95923318
116.32787876,39.99630822,87.98242128
116.32788463,39.99630838,88.00608706
116.32789050,39.99630853,88.02992694
116.32789637,39.99630869,88.05363292
116.32790224,39.99630884,88.07690004
116.32790811,39.99630899,88.09943473
116.32791398,39.99630914,88.12096292
116.32791985,39.99630929,88.14123607
116.32792572,39.99630944,88.16003856
116.32793159,39.99630958,88.17719209
116.32793746,39.99630972,88.19256234
116.32794333,39.99630987,88.20605995
116.32794920,39.99631001,88.21764473
116.32795507,39.99631015,88.22732592
116.32796094,39.99631029,88.23516183
116.32796681,39.99631042,88.24125893
116.32797268,39.99631056,88.24576843
116.32797855,39.99631070,88.24888271
116.32798443,39.99631084,88.25083063
116.32799030,39.99631097,88.25187042
116.32799617,39.99631111,88.25228496
116.32800204,39.99631125,88.25237223
116.32800791,39.99631139,88.25237214
116.32801378,39.99631152,88.25237232
116.32801965,39.99631166,88.25237213
116.32802552,39.99631180,88.25237222
116.32803139,39.99631194,88.25237221
116.32803726,39.99631207,88.25237222
116.32804313,39.99631221,88.25237221
116.32804900,39.99631235,88.25237220
116.32805487,39.99631248,88.25237221
116.32806074,39.99631262,88.25237210
116.32806661,39.99631276,88.25237229
116.32807248,39.99631290,88.25237210
116.32807835,39.99631303,88.25237228
116.32808422,39.99631317,88.25237209
116.32809009,39.99631331,88.25237218
116.32809597,39.99631344,88.25237218
116.32810184,39.99631358,88.25237218
116.32810771,39.99631372,88.25237217
116.32811358,39.99631386,88.25237226
116.32811945,39.99631399,88.25237207
116.32812532,39.99631413,88.25237216
116.32813119,39.99631427,88.25237216
116.32813706,39.99631441,88.25237224
116.32814293,39.99631454,88.25237206
116.32814880,39.99631468,88.25237206
116.32815467,39.99631482,88.25237224
116.32816054,39.99631495,88.25237213
116.32816641,39.99631509,88.25237214
116.32817228,39.99631523,88.25237213
116.32817815,39.99631537,88.25237204
116.32818402,39.99631550,88.25237213
116.32818989,39.99631564,88.25237203
116.32819576,39.99631578,88.25237221
116.32820164,39.99631591,88.25237221
116.32820751,39.99631605,88.25237202
116.32821338,39.99631619,88.25237202
116.32821925,39.99631633,88.25237219
116.32822512,39.99631646,88.25237201
116.32823099,39.99631660,88.25237219
116.32823686,39.99631674,88.25237201
116.32824273,39.99631688,88.25237217
116.32824860,39.99631701,88.25237200
116.32825447,39.99631715,88.25237208
116.32826034,39.99631729,88.25237208
116.32826621,39.99631742,88.25237217
116.32827208,39.99631756,88.25237198
116.32827795,39.99631770,88.25237198
116.32828382,39.99631784,88.25237225
116.32828969,39.99631797,88.25237197
116.32829556,39.99631811,88.25237206
116.32830143,39.99631825,88.25237205
116.32830731,39.99631838,88.25237205
116.32831318,39.99631852,88.25237205
116.32831905,39.99631866,88.25237204
116.32832492,39.99631880,88.25237195
116.32833079,39.99631893,88.25237213
116.32833666,39.99631907,88.25237194
116.32834253,39.99631921,88.25237212
116.32834840,39.99631935,88.25237194
116.32835427,39.99631948,88.25237202
116.32836014,39.99631962,88.25237202
116.32836601,39.99631976,88.25237211
116.32837188,39.99631989,88.25237193
116.32837775,39.99632003,88.25237201
116.32838362,39.99632017,88.25237200
116.32838949,39.99632031,88.25237191
116.32839536,39.99632044,88.25237209
116.32840123,39.99632058,88.25237200
116.32840710,39.99632072,88.25237199
116.32841297,39.99632085,88.25237189
116.32841885,39.99632099,88.25237199
116.32842472,39.99632113,88.25237198
116.32843059,39.99632127,88.25237198
116.32843646,39.99632140,88.25237197
116.32844233,39.99632154,88.25237188
116.32844820,39.99632168,88.25237206
116.32845407,39.99632182,88.25237197
116.32845994,39.99632195,88.25237196
116.32846581,39.99632209,88.25237196
116.32847168,39.99632223,88.25237195
116.32847755,39.99632236,88.25237195
116.32848342,39.99632250,88.25237195
116.32848929,39.99632264,88.25237195
116.32849516,39.99632278,88.25237184
116.32850103,39.99632291,88.25237194
116.32850690,39.99632305,88.25237193
116.32851277,39.99632319,88.25237193
116.32851864,39.99632332,88.25237192
116.32852452,39.99632346,88.25237192
116.32853039,39.99632360,88.25237202
116.32853626,39.99632374,88.25237182
116.32854213,39.99632387,88.25237200
116.32854800,39.99632401,88.25237182
116.32855387,39.99632415,88.25237181
116.32855974,39.99632429,88.25237199
116.32856561,39.99632442,88.25237190
116.32857148,39.99632456,88.25237190
116.32857735,39.99632470,88.25237189
116.32858322,39.99632483,88.25237189
116.32858909,39.99632497,88.25237180
116.32859496,39.99632511,88.25237188
116.32860083,39.99632525,88.25237187
116.32860670,39.99632538,88.25237187
116.32861257,39.99632552,88.25237187
116.32861844,39.99632566,88.25237177
116.32862431,39.99632579,88.25237196
116.32863019,39.99632593,88.25237195
116.32863606,39.99632607,88.25237176
116.32864193,39.99632621,88.25237185
116.32864780,39.99632634,88.25237185
116.32865367,39.99632648,88.25237184
116.32865954,39.99632662,88.25237184
116.32866541,39.99632676,88.25237184
116.32867128,39.99632689,88.25237175
116.32867715,39.99632703,88.25237183
116.32868302,39.99632717,88.25237183
116.32868889,39.99632730,88.25237192
116.32869476,39.99632744,88.25237182
116.32870063,39.99632758,88.25237172
116.32870650,39.99632772,88.25237182
116.32871237,39.99632785,88.25237181
116.32871824,39.99632799,88.25237180
116.32872411,39.99632813,88.25237180
116.32872998,39.99632826,88.25237171
116.32873585,39.99632840,88.25237189
116.32874173,39.99632854,88.25237170
116.32874760,39.99632868,88.25237179
116.32875347,39.99632881,88.25237179
116.32875934,39.99632895,88.25237187
116.32876521,39.99632909,88.25237169
116.32877108,39.99632923,88.25237186
116.32877695,39.99632936,88.25237168
116.32878282,39.99632950,88.25237186
116.32878869,39.99632964,88.25199688
116.32879456,39.99632977,88.25048612
116.32880043,39.99632991,88.24708617
116.32880630,39.99633005,88.24109356
116.32881217,39.99633019,88.23187066
116.32881804,39.99633033,88.21886474
116.32882391,39.99633047,88.20162014
116.32882978,39.99633061,88.17979155
